id,bounding_box,numero_do_frame,nome_do_video
27,"523,184,574,237",267,PeaceBridge1_ex.mp4
27,"522,186,573,239",268,PeaceBridge1_ex.mp4
27,"521,187,573,241",269,PeaceBridge1_ex.mp4
27,"520,188,573,242",270,PeaceBridge1_ex.mp4
27,"520,190,573,245",271,PeaceBridge1_ex.mp4
27,"519,191,573,246",272,PeaceBridge1_ex.mp4
27,"518,193,573,249",273,PeaceBridge1_ex.mp4
27,"517,195,573,251",274,PeaceBridge1_ex.mp4
27,"516,196,573,253",275,PeaceBridge1_ex.mp4
27,"515,196,573,254",276,PeaceBridge1_ex.mp4
27,"514,199,572,257",277,PeaceBridge1_ex.mp4
27,"513,201,571,259",278,PeaceBridge1_ex.mp4
27,"513,202,571,260",279,PeaceBridge1_ex.mp4
27,"512,204,571,264",280,PeaceBridge1_ex.mp4
27,"511,205,570,266",281,PeaceBridge1_ex.mp4
27,"509,207,570,269",282,PeaceBridge1_ex.mp4
27,"508,209,570,273",283,PeaceBridge1_ex.mp4
27,"507,211,570,276",284,PeaceBridge1_ex.mp4
27,"506,211,570,277",285,PeaceBridge1_ex.mp4
27,"504,214,569,281",286,PeaceBridge1_ex.mp4
27,"503,215,568,283",287,PeaceBridge1_ex.mp4
27,"502,218,568,287",288,PeaceBridge1_ex.mp4
27,"502,219,569,290",289,PeaceBridge1_ex.mp4
27,"501,222,568,294",290,PeaceBridge1_ex.mp4
27,"500,223,568,295",291,PeaceBridge1_ex.mp4
27,"499,225,568,299",292,PeaceBridge1_ex.mp4
27,"497,228,567,303",293,PeaceBridge1_ex.mp4
27,"496,228,567,305",294,PeaceBridge1_ex.mp4
27,"494,232,566,310",295,PeaceBridge1_ex.mp4
27,"493,234,565,312",296,PeaceBridge1_ex.mp4
27,"491,237,565,317",297,PeaceBridge1_ex.mp4
27,"489,240,565,322",298,PeaceBridge1_ex.mp4
27,"488,243,564,326",299,PeaceBridge1_ex.mp4
27,"487,243,564,328",300,PeaceBridge1_ex.mp4
27,"486,247,564,333",301,PeaceBridge1_ex.mp4
27,"485,250,563,337",302,PeaceBridge1_ex.mp4
27,"484,251,563,338",303,PeaceBridge1_ex.mp4
27,"482,255,563,346",304,PeaceBridge1_ex.mp4
27,"480,256,563,349",305,PeaceBridge1_ex.mp4
27,"476,261,560,356",306,PeaceBridge1_ex.mp4
27,"474,266,559,363",307,PeaceBridge1_ex.mp4
27,"471,269,558,369",308,PeaceBridge1_ex.mp4
27,"470,270,558,371",309,PeaceBridge1_ex.mp4
27,"469,275,560,380",310,PeaceBridge1_ex.mp4
27,"468,276,561,383",311,PeaceBridge1_ex.mp4
27,"463,282,558,392",312,PeaceBridge1_ex.mp4
27,"461,287,557,400",313,PeaceBridge1_ex.mp4
27,"459,291,556,408",314,PeaceBridge1_ex.mp4
27,"458,292,557,411",315,PeaceBridge1_ex.mp4
27,"455,298,556,421",316,PeaceBridge1_ex.mp4
27,"451,303,555,430",317,PeaceBridge1_ex.mp4
27,"450,305,555,434",318,PeaceBridge1_ex.mp4
27,"446,313,553,446",319,PeaceBridge1_ex.mp4
27,"444,315,553,451",320,PeaceBridge1_ex.mp4
27,"439,323,553,463",321,PeaceBridge1_ex.mp4
27,"436,330,553,474",322,PeaceBridge1_ex.mp4
27,"431,336,552,485",323,PeaceBridge1_ex.mp4
27,"428,337,552,489",324,PeaceBridge1_ex.mp4
27,"423,347,550,505",325,PeaceBridge1_ex.mp4
27,"418,355,549,517",326,PeaceBridge1_ex.mp4
27,"416,356,549,522",327,PeaceBridge1_ex.mp4
27,"409,368,546,540",328,PeaceBridge1_ex.mp4
27,"406,371,546,548",329,PeaceBridge1_ex.mp4
27,"398,383,543,568",330,PeaceBridge1_ex.mp4
27,"392,392,542,586",331,PeaceBridge1_ex.mp4
27,"385,403,540,604",332,PeaceBridge1_ex.mp4
27,"379,412,539,623",333,PeaceBridge1_ex.mp4
27,"372,421,537,641",334,PeaceBridge1_ex.mp4
27,"369,423,537,648",335,PeaceBridge1_ex.mp4
27,"358,440,533,678",336,PeaceBridge1_ex.mp4
