id,bounding_box,numero_do_frame,nome_do_video
493,"856,599,1142,707",8668,PeaceBridge1_ex.mp4
493,"850,587,1137,708",8669,PeaceBridge1_ex.mp4
493,"827,559,1118,700",8670,PeaceBridge1_ex.mp4
493,"811,538,1097,697",8671,PeaceBridge1_ex.mp4
493,"802,513,1072,680",8672,PeaceBridge1_ex.mp4
493,"803,503,1060,677",8673,PeaceBridge1_ex.mp4
493,"794,472,1030,642",8674,PeaceBridge1_ex.mp4
493,"794,462,1016,630",8675,PeaceBridge1_ex.mp4
493,"784,437,991,598",8676,PeaceBridge1_ex.mp4
493,"778,420,971,573",8677,PeaceBridge1_ex.mp4
493,"773,407,954,552",8678,PeaceBridge1_ex.mp4
493,"774,404,946,543",8679,PeaceBridge1_ex.mp4
493,"767,388,928,519",8680,PeaceBridge1_ex.mp4
493,"762,377,914,500",8681,PeaceBridge1_ex.mp4
493,"762,374,908,492",8682,PeaceBridge1_ex.mp4
493,"755,361,893,471",8683,PeaceBridge1_ex.mp4
493,"754,357,886,463",8684,PeaceBridge1_ex.mp4
493,"749,345,874,445",8685,PeaceBridge1_ex.mp4
493,"746,336,864,432",8686,PeaceBridge1_ex.mp4
493,"742,328,855,420",8687,PeaceBridge1_ex.mp4
493,"742,327,851,416",8688,PeaceBridge1_ex.mp4
493,"736,316,841,401",8689,PeaceBridge1_ex.mp4
493,"734,308,833,389",8690,PeaceBridge1_ex.mp4
493,"734,306,830,385",8691,PeaceBridge1_ex.mp4
493,"729,298,821,373",8692,PeaceBridge1_ex.mp4
493,"729,296,817,367",8693,PeaceBridge1_ex.mp4
493,"725,289,810,357",8694,PeaceBridge1_ex.mp4
493,"722,282,804,348",8695,PeaceBridge1_ex.mp4
493,"720,277,798,340",8696,PeaceBridge1_ex.mp4
493,"720,276,796,336",8697,PeaceBridge1_ex.mp4
493,"716,270,791,328",8698,PeaceBridge1_ex.mp4
493,"714,265,785,322",8699,PeaceBridge1_ex.mp4
493,"713,264,782,318",8700,PeaceBridge1_ex.mp4
493,"710,258,776,311",8701,PeaceBridge1_ex.mp4
493,"709,257,774,308",8702,PeaceBridge1_ex.mp4
493,"707,251,769,300",8703,PeaceBridge1_ex.mp4
493,"705,247,765,295",8704,PeaceBridge1_ex.mp4
493,"704,244,762,290",8705,PeaceBridge1_ex.mp4
493,"704,242,760,288",8706,PeaceBridge1_ex.mp4
493,"700,238,756,282",8707,PeaceBridge1_ex.mp4
