id,bounding_box,numero_do_frame,nome_do_video
457,"518,201,567,244",7891,PeaceBridge1_ex.mp4
457,"518,202,567,245",7892,PeaceBridge1_ex.mp4
457,"511,209,564,256",7896,PeaceBridge1_ex.mp4
457,"509,213,564,262",7897,PeaceBridge1_ex.mp4
457,"508,214,564,265",7898,PeaceBridge1_ex.mp4
457,"507,218,564,270",7899,PeaceBridge1_ex.mp4
457,"504,221,562,275",7900,PeaceBridge1_ex.mp4
457,"502,224,562,279",7901,PeaceBridge1_ex.mp4
457,"502,225,562,281",7902,PeaceBridge1_ex.mp4
457,"500,230,561,287",7903,PeaceBridge1_ex.mp4
457,"498,234,560,292",7904,PeaceBridge1_ex.mp4
457,"497,235,559,294",7905,PeaceBridge1_ex.mp4
457,"494,241,558,302",7906,PeaceBridge1_ex.mp4
457,"493,242,558,305",7907,PeaceBridge1_ex.mp4
457,"490,247,557,311",7908,PeaceBridge1_ex.mp4
457,"488,252,556,317",7909,PeaceBridge1_ex.mp4
457,"487,256,556,323",7910,PeaceBridge1_ex.mp4
457,"486,257,556,325",7911,PeaceBridge1_ex.mp4
457,"482,264,554,334",7912,PeaceBridge1_ex.mp4
457,"481,266,553,337",7913,PeaceBridge1_ex.mp4
457,"477,273,552,347",7914,PeaceBridge1_ex.mp4
457,"474,279,550,356",7915,PeaceBridge1_ex.mp4
457,"472,284,550,364",7916,PeaceBridge1_ex.mp4
457,"471,286,550,367",7917,PeaceBridge1_ex.mp4
457,"465,293,547,378",7918,PeaceBridge1_ex.mp4
457,"460,300,545,387",7919,PeaceBridge1_ex.mp4
457,"459,302,544,391",7920,PeaceBridge1_ex.mp4
457,"455,311,543,404",7921,PeaceBridge1_ex.mp4
457,"453,314,543,409",7922,PeaceBridge1_ex.mp4
457,"447,325,540,425",7923,PeaceBridge1_ex.mp4
457,"442,334,539,438",7924,PeaceBridge1_ex.mp4
457,"438,343,539,451",7925,PeaceBridge1_ex.mp4
457,"436,345,539,457",7926,PeaceBridge1_ex.mp4
457,"428,358,535,475",7927,PeaceBridge1_ex.mp4
457,"425,362,534,483",7928,PeaceBridge1_ex.mp4
457,"417,378,531,504",7929,PeaceBridge1_ex.mp4
457,"411,390,528,523",7930,PeaceBridge1_ex.mp4
457,"404,401,527,542",7931,PeaceBridge1_ex.mp4
457,"400,404,527,550",7932,PeaceBridge1_ex.mp4
457,"390,422,523,577",7933,PeaceBridge1_ex.mp4
457,"381,438,521,604",7934,PeaceBridge1_ex.mp4
457,"376,442,521,615",7935,PeaceBridge1_ex.mp4
457,"364,465,515,651",7936,PeaceBridge1_ex.mp4
457,"358,471,515,667",7937,PeaceBridge1_ex.mp4
457,"342,494,508,699",7938,PeaceBridge1_ex.mp4
457,"329,510,502,718",7939,PeaceBridge1_ex.mp4
