id,bounding_box,numero_do_frame,nome_do_video
433,"884,582,1100,707",7585,PeaceBridge1_ex.mp4
433,"875,571,1089,708",7586,PeaceBridge1_ex.mp4
433,"845,543,1061,697",7587,PeaceBridge1_ex.mp4
433,"831,517,1040,679",7588,PeaceBridge1_ex.mp4
433,"823,494,1019,656",7589,PeaceBridge1_ex.mp4
433,"823,487,1011,649",7590,PeaceBridge1_ex.mp4
433,"812,462,989,621",7591,PeaceBridge1_ex.mp4
433,"805,444,972,598",7592,PeaceBridge1_ex.mp4
433,"804,439,964,590",7593,PeaceBridge1_ex.mp4
433,"796,419,947,564",7594,PeaceBridge1_ex.mp4
433,"795,414,939,554",7595,PeaceBridge1_ex.mp4
433,"787,397,922,530",7596,PeaceBridge1_ex.mp4
433,"783,385,911,512",7597,PeaceBridge1_ex.mp4
433,"778,376,899,497",7598,PeaceBridge1_ex.mp4
433,"778,374,894,491",7599,PeaceBridge1_ex.mp4
433,"771,362,881,473",7600,PeaceBridge1_ex.mp4
433,"770,359,876,465",7601,PeaceBridge1_ex.mp4
433,"765,347,866,448",7602,PeaceBridge1_ex.mp4
433,"760,340,856,436",7603,PeaceBridge1_ex.mp4
433,"756,334,848,425",7604,PeaceBridge1_ex.mp4
433,"756,333,845,421",7605,PeaceBridge1_ex.mp4
433,"753,326,837,408",7606,PeaceBridge1_ex.mp4
433,"749,319,830,396",7607,PeaceBridge1_ex.mp4
433,"749,317,827,392",7608,PeaceBridge1_ex.mp4
433,"745,309,819,380",7609,PeaceBridge1_ex.mp4
433,"744,306,816,376",7610,PeaceBridge1_ex.mp4
433,"739,299,809,366",7611,PeaceBridge1_ex.mp4
433,"735,293,803,357",7612,PeaceBridge1_ex.mp4
433,"733,289,798,350",7613,PeaceBridge1_ex.mp4
433,"733,288,796,347",7614,PeaceBridge1_ex.mp4
433,"731,281,792,338",7615,PeaceBridge1_ex.mp4
433,"728,275,787,330",7616,PeaceBridge1_ex.mp4
433,"727,273,785,327",7617,PeaceBridge1_ex.mp4
433,"723,269,779,320",7618,PeaceBridge1_ex.mp4
433,"722,267,776,317",7619,PeaceBridge1_ex.mp4
433,"720,262,773,310",7620,PeaceBridge1_ex.mp4
433,"718,259,769,305",7621,PeaceBridge1_ex.mp4
433,"716,255,765,299",7622,PeaceBridge1_ex.mp4
433,"714,252,761,294",7623,PeaceBridge1_ex.mp4
433,"714,248,759,290",7624,PeaceBridge1_ex.mp4
433,"714,247,758,288",7625,PeaceBridge1_ex.mp4
433,"711,244,753,283",7626,PeaceBridge1_ex.mp4
433,"708,240,750,279",7627,PeaceBridge1_ex.mp4
433,"706,236,747,274",7628,PeaceBridge1_ex.mp4
433,"706,235,745,272",7629,PeaceBridge1_ex.mp4
433,"703,231,743,267",7630,PeaceBridge1_ex.mp4
433,"703,229,741,264",7631,PeaceBridge1_ex.mp4
433,"703,229,740,262",7632,PeaceBridge1_ex.mp4
433,"701,225,737,258",7633,PeaceBridge1_ex.mp4
433,"701,223,736,256",7634,PeaceBridge1_ex.mp4
