id,bounding_box,numero_do_frame,nome_do_video
381,"975,567,1267,707",6605,PeaceBridge2_ex.mp4
381,"975,561,1260,709",6606,PeaceBridge2_ex.mp4
381,"963,545,1240,705",6607,PeaceBridge2_ex.mp4
381,"956,530,1222,699",6608,PeaceBridge2_ex.mp4
381,"951,515,1204,687",6609,PeaceBridge2_ex.mp4
381,"948,499,1189,672",6610,PeaceBridge2_ex.mp4
381,"944,487,1173,660",6611,PeaceBridge2_ex.mp4
381,"945,483,1164,655",6612,PeaceBridge2_ex.mp4
381,"939,468,1147,635",6613,PeaceBridge2_ex.mp4
381,"936,455,1133,617",6614,PeaceBridge2_ex.mp4
381,"932,445,1120,599",6615,PeaceBridge2_ex.mp4
381,"929,437,1109,586",6616,PeaceBridge2_ex.mp4
381,"925,430,1098,573",6617,PeaceBridge2_ex.mp4
381,"926,428,1093,567",6618,PeaceBridge2_ex.mp4
381,"921,417,1081,550",6619,PeaceBridge2_ex.mp4
381,"918,409,1072,536",6620,PeaceBridge2_ex.mp4
381,"915,403,1063,524",6621,PeaceBridge2_ex.mp4
381,"913,397,1055,516",6622,PeaceBridge2_ex.mp4
381,"911,391,1048,505",6623,PeaceBridge2_ex.mp4
381,"911,389,1045,500",6624,PeaceBridge2_ex.mp4
381,"907,381,1036,489",6625,PeaceBridge2_ex.mp4
381,"903,374,1028,477",6626,PeaceBridge2_ex.mp4
381,"901,368,1022,469",6627,PeaceBridge2_ex.mp4
381,"899,363,1017,460",6628,PeaceBridge2_ex.mp4
381,"896,358,1011,453",6629,PeaceBridge2_ex.mp4
381,"896,358,1008,450",6630,PeaceBridge2_ex.mp4
381,"895,351,1002,439",6631,PeaceBridge2_ex.mp4
381,"892,348,996,434",6632,PeaceBridge2_ex.mp4
381,"890,342,991,426",6633,PeaceBridge2_ex.mp4
381,"889,339,987,422",6634,PeaceBridge2_ex.mp4
381,"885,336,982,418",6635,PeaceBridge2_ex.mp4
381,"885,335,981,416",6636,PeaceBridge2_ex.mp4
381,"882,328,975,406",6637,PeaceBridge2_ex.mp4
381,"880,325,971,400",6638,PeaceBridge2_ex.mp4
381,"879,320,967,394",6639,PeaceBridge2_ex.mp4
381,"878,317,963,389",6640,PeaceBridge2_ex.mp4
381,"875,315,959,386",6641,PeaceBridge2_ex.mp4
381,"875,314,957,384",6642,PeaceBridge2_ex.mp4
381,"873,310,953,378",6643,PeaceBridge2_ex.mp4
381,"872,306,950,371",6644,PeaceBridge2_ex.mp4
381,"870,304,947,368",6645,PeaceBridge2_ex.mp4
381,"870,303,944,363",6646,PeaceBridge2_ex.mp4
381,"868,299,941,359",6647,PeaceBridge2_ex.mp4
381,"868,298,939,357",6648,PeaceBridge2_ex.mp4
381,"865,293,936,353",6649,PeaceBridge2_ex.mp4
381,"864,289,934,349",6650,PeaceBridge2_ex.mp4
381,"863,286,932,345",6651,PeaceBridge2_ex.mp4
381,"862,284,929,341",6652,PeaceBridge2_ex.mp4
381,"861,282,927,339",6653,PeaceBridge2_ex.mp4
381,"861,282,925,338",6654,PeaceBridge2_ex.mp4
381,"859,278,922,333",6655,PeaceBridge2_ex.mp4
381,"858,275,920,329",6656,PeaceBridge2_ex.mp4
381,"857,273,918,326",6657,PeaceBridge2_ex.mp4
381,"857,271,917,323",6658,PeaceBridge2_ex.mp4
381,"856,269,915,320",6659,PeaceBridge2_ex.mp4
381,"856,268,915,319",6660,PeaceBridge2_ex.mp4
381,"855,266,912,315",6661,PeaceBridge2_ex.mp4
381,"854,264,909,312",6662,PeaceBridge2_ex.mp4
381,"853,262,907,308",6663,PeaceBridge2_ex.mp4
381,"852,261,906,306",6664,PeaceBridge2_ex.mp4
381,"851,259,904,304",6665,PeaceBridge2_ex.mp4
381,"851,259,904,304",6666,PeaceBridge2_ex.mp4
381,"850,255,902,300",6667,PeaceBridge2_ex.mp4
381,"850,253,901,297",6668,PeaceBridge2_ex.mp4
381,"849,252,900,295",6669,PeaceBridge2_ex.mp4
381,"849,251,898,293",6670,PeaceBridge2_ex.mp4
381,"848,250,897,290",6671,PeaceBridge2_ex.mp4
381,"849,250,896,289",6672,PeaceBridge2_ex.mp4
381,"848,247,894,286",6673,PeaceBridge2_ex.mp4
381,"847,245,893,284",6674,PeaceBridge2_ex.mp4
381,"847,244,892,282",6675,PeaceBridge2_ex.mp4
