id,bounding_box,numero_do_frame,nome_do_video
330,"827,438,969,587",6092,PeaceBridge2_ex.mp4
330,"825,428,962,571",6093,PeaceBridge2_ex.mp4
330,"824,420,957,558",6094,PeaceBridge2_ex.mp4
330,"823,414,951,546",6095,PeaceBridge2_ex.mp4
330,"822,408,947,535",6096,PeaceBridge2_ex.mp4
330,"822,406,945,531",6097,PeaceBridge2_ex.mp4
330,"820,398,939,520",6098,PeaceBridge2_ex.mp4
330,"819,391,934,508",6099,PeaceBridge2_ex.mp4
330,"818,385,930,498",6100,PeaceBridge2_ex.mp4
330,"818,379,927,488",6101,PeaceBridge2_ex.mp4
330,"818,374,923,481",6102,PeaceBridge2_ex.mp4
330,"818,372,922,479",6103,PeaceBridge2_ex.mp4
330,"816,365,917,468",6104,PeaceBridge2_ex.mp4
330,"816,363,915,464",6105,PeaceBridge2_ex.mp4
330,"814,355,910,454",6106,PeaceBridge2_ex.mp4
330,"813,350,907,446",6107,PeaceBridge2_ex.mp4
330,"813,346,904,439",6108,PeaceBridge2_ex.mp4
330,"813,345,903,436",6109,PeaceBridge2_ex.mp4
330,"811,338,899,428",6110,PeaceBridge2_ex.mp4
330,"811,334,897,421",6111,PeaceBridge2_ex.mp4
330,"810,332,893,416",6112,PeaceBridge2_ex.mp4
330,"810,328,891,411",6113,PeaceBridge2_ex.mp4
330,"810,324,890,406",6114,PeaceBridge2_ex.mp4
330,"811,323,889,404",6115,PeaceBridge2_ex.mp4
330,"808,318,885,397",6116,PeaceBridge2_ex.mp4
330,"807,315,883,392",6117,PeaceBridge2_ex.mp4
330,"806,311,881,387",6118,PeaceBridge2_ex.mp4
330,"806,307,879,382",6119,PeaceBridge2_ex.mp4
330,"806,305,877,378",6120,PeaceBridge2_ex.mp4
330,"805,305,876,377",6121,PeaceBridge2_ex.mp4
330,"804,301,874,371",6122,PeaceBridge2_ex.mp4
330,"804,298,872,367",6123,PeaceBridge2_ex.mp4
330,"804,298,871,365",6124,PeaceBridge2_ex.mp4
330,"804,293,869,359",6125,PeaceBridge2_ex.mp4
330,"803,291,869,357",6126,PeaceBridge2_ex.mp4
330,"802,287,867,351",6127,PeaceBridge2_ex.mp4
330,"802,285,866,347",6128,PeaceBridge2_ex.mp4
330,"802,284,864,345",6129,PeaceBridge2_ex.mp4
330,"801,283,862,341",6130,PeaceBridge2_ex.mp4
330,"801,282,860,338",6131,PeaceBridge2_ex.mp4
330,"802,282,859,336",6132,PeaceBridge2_ex.mp4
330,"801,276,857,330",6133,PeaceBridge2_ex.mp4
330,"801,273,856,326",6134,PeaceBridge2_ex.mp4
330,"801,271,855,324",6135,PeaceBridge2_ex.mp4
